,log_id,instance_id,log_message,error_code,time
890,LOG_638724,INS_106159,instance restart,501,2021-03-20 22:37:31
891,LOG_450233,INS_107271,instance shutdown,499,2020-07-01 23:53:55
892,LOG_891398,INS_873744,instance terminated,999,2021-02-26 07:44:36
893,LOG_742376,INS_353225,instance shutdown,499,2020-05-25 22:34:35
894,LOG_355156,INS_197402,instance restart,501,2020-06-24 02:22:20
895,LOG_188597,INS_308188,instance crashed,500,2021-09-24 04:23:46
896,LOG_296398,INS_573945,instance restart,501,2020-10-07 07:54:00
897,LOG_615776,INS_831913,instance restart,501,2021-06-25 13:37:28
898,LOG_498145,INS_370730,instance terminated,999,2021-03-30 19:51:25
899,LOG_647836,INS_948843,instance crashed,500,2020-06-09 20:09:47
900,LOG_172270,INS_180102,instance initiated,200,2021-10-17 12:22:59
901,LOG_887301,INS_341071,instance initiated,200,2020-12-07 09:06:50
902,LOG_801883,INS_204305,instance terminated,999,2020-06-11 21:15:55
903,LOG_413464,INS_197394,instance initiated,200,2021-04-22 03:26:04
904,LOG_989415,INS_648379,instance initiated,200,2021-08-08 10:32:59
905,LOG_179190,INS_718464,instance shutdown,499,2021-02-08 04:21:19
906,LOG_588662,INS_466330,instance shutdown,499,2021-02-12 04:35:33
907,LOG_446298,INS_304710,instance crashed,500,2020-08-10 23:19:40
908,LOG_617375,INS_288360,instance restart,501,2020-03-20 17:10:38
909,LOG_618782,INS_734081,instance initiated,200,2020-10-07 17:33:41
910,LOG_110902,INS_525038,instance restart,501,2021-04-18 21:05:01
911,LOG_194620,INS_162304,instance restart,501,2020-12-14 18:22:07
912,LOG_857905,INS_784346,instance initiated,200,2021-02-06 03:59:02
913,LOG_231310,INS_224750,instance terminated,999,2021-08-10 04:38:33
914,LOG_136735,INS_291940,instance terminated,999,2021-09-30 01:36:45
915,LOG_185611,INS_409340,instance crashed,500,2021-03-09 04:41:47
916,LOG_284406,INS_354408,user logged in,201,2020-04-27 04:42:02
917,LOG_207432,INS_826534,instance crashed,500,2021-10-15 21:27:18
918,LOG_186858,INS_528819,instance shutdown,499,2021-05-24 05:42:02
919,LOG_647032,INS_411245,instance initiated,200,2021-09-24 23:17:05
920,LOG_537526,INS_202847,user logged in,201,2020-05-17 09:59:41
921,LOG_275137,INS_535339,user logged in,201,2020-12-15 02:35:34
922,LOG_529340,INS_779646,instance shutdown,499,2020-02-27 01:11:21
923,LOG_659428,INS_675556,instance shutdown,499,2020-08-12 16:26:13
924,LOG_253731,INS_161871,instance initiated,200,2020-04-08 06:48:57
925,LOG_561695,INS_452942,instance restart,501,2020-11-27 09:37:00
926,LOG_970068,INS_311425,user logged in,201,2020-12-21 16:14:08
927,LOG_123219,INS_953274,instance terminated,999,2021-09-10 05:03:26
928,LOG_155921,INS_370118,instance terminated,999,2020-04-23 20:17:04
929,LOG_751870,INS_272635,instance restart,501,2021-10-16 18:03:33
930,LOG_196597,INS_709335,instance initiated,200,2021-01-26 16:27:09
931,LOG_911076,INS_349175,instance crashed,500,2021-05-30 06:43:25
932,LOG_439611,INS_293721,instance shutdown,499,2020-12-06 19:38:20
933,LOG_503823,INS_720576,instance terminated,999,2020-07-02 03:02:11
934,LOG_824545,INS_428100,instance shutdown,499,2021-06-16 14:20:00
935,LOG_103145,INS_391019,instance crashed,500,2020-05-06 18:38:40
936,LOG_651062,INS_818909,instance initiated,200,2021-09-29 22:56:08
937,LOG_973017,INS_410242,user logged in,201,2020-12-14 23:36:18
938,LOG_217058,INS_466330,instance restart,501,2020-07-04 08:32:28
939,LOG_965598,INS_382390,user logged in,201,2020-05-20 19:04:32
940,LOG_454664,INS_778716,instance initiated,200,2021-08-16 07:16:11
941,LOG_110491,INS_578953,instance initiated,200,2020-09-21 14:56:15
942,LOG_156606,INS_779979,instance restart,501,2021-09-10 13:02:40
943,LOG_210168,INS_940232,instance restart,501,2020-10-04 17:36:44
944,LOG_118701,INS_694394,instance crashed,500,2021-01-04 23:46:50
945,LOG_266455,INS_572216,instance shutdown,499,2021-03-27 14:27:39
946,LOG_987138,INS_532101,instance initiated,200,2020-04-05 19:22:11
947,LOG_391396,INS_493977,instance restart,501,2021-06-16 12:07:53
948,LOG_614484,INS_873544,instance initiated,200,2020-01-28 00:27:15
949,LOG_992923,INS_508443,instance restart,501,2021-02-10 17:19:25
950,LOG_134447,INS_463720,instance shutdown,499,2020-02-23 13:50:30
951,LOG_704172,INS_329103,instance terminated,999,2021-04-23 10:32:13
952,LOG_788182,INS_881806,instance terminated,999,2020-05-13 22:47:49
953,LOG_168457,INS_585644,user logged in,201,2020-02-21 01:22:10
954,LOG_414650,INS_158164,instance crashed,500,2021-06-17 17:29:53
955,LOG_719164,INS_581388,instance initiated,200,2020-11-05 06:21:09
956,LOG_773927,INS_826953,instance shutdown,499,2020-04-22 09:59:50
957,LOG_914494,INS_407581,instance initiated,200,2020-05-05 08:59:25
958,LOG_131239,INS_370118,instance terminated,999,2020-10-27 20:10:22
959,LOG_964875,INS_223293,user logged in,201,2020-11-30 17:46:14
960,LOG_627713,INS_198025,instance initiated,200,2020-02-02 19:35:34
961,LOG_825144,INS_507975,instance initiated,200,2020-10-29 21:25:05
962,LOG_723929,INS_929670,instance crashed,500,2020-01-21 06:41:59
963,LOG_541410,INS_405650,instance terminated,999,2020-03-01 05:03:12
964,LOG_744621,INS_804898,instance crashed,500,2021-08-03 17:07:58
965,LOG_915582,INS_481188,instance terminated,999,2020-05-11 10:15:44
966,LOG_126739,INS_576539,user logged in,201,2021-08-22 02:15:59
967,LOG_991919,INS_910616,instance initiated,200,2020-02-09 13:27:46
968,LOG_744989,INS_625266,user logged in,201,2021-08-06 07:28:47
969,LOG_150170,INS_129342,instance shutdown,499,2020-09-01 08:49:38
970,LOG_691128,INS_725981,instance crashed,500,2021-09-14 08:40:38
971,LOG_540304,INS_875660,instance shutdown,499,2020-11-24 09:02:38
972,LOG_312516,INS_895713,instance restart,501,2021-01-02 10:58:47
973,LOG_981631,INS_759740,instance restart,501,2020-08-18 02:09:34
974,LOG_579911,INS_846917,instance crashed,500,2021-07-14 10:11:29
975,LOG_427568,INS_146489,instance initiated,200,2020-11-26 03:51:37
976,LOG_692923,INS_395878,instance shutdown,499,2021-07-26 20:43:06
977,LOG_487689,INS_789633,instance terminated,999,2020-03-08 01:18:46
978,LOG_560286,INS_225961,instance crashed,500,2021-03-16 04:30:44
979,LOG_901894,INS_488552,instance initiated,200,2021-05-12 09:43:52
980,LOG_718152,INS_640608,instance restart,501,2020-06-06 01:35:56
981,LOG_937014,INS_874297,instance shutdown,499,2020-08-20 13:09:09
982,LOG_954575,INS_576312,instance terminated,999,2021-08-13 08:12:11
983,LOG_256243,INS_119826,instance terminated,999,2020-07-18 17:58:37
984,LOG_283212,INS_764294,instance initiated,200,2020-01-23 23:01:48
985,LOG_217808,INS_834068,instance crashed,500,2020-11-11 21:52:18
986,LOG_722091,INS_162501,instance restart,501,2021-10-23 08:49:21
987,LOG_202350,INS_364779,instance restart,501,2021-09-21 20:13:11
988,LOG_352656,INS_293272,instance shutdown,499,2020-03-15 20:53:45
989,LOG_803774,INS_217742,instance initiated,200,2021-02-01 00:55:07
990,LOG_902396,INS_886537,instance crashed,500,2020-04-04 09:02:01
991,LOG_223575,INS_756184,instance initiated,200,2020-05-27 13:02:02
992,LOG_180288,INS_643388,instance terminated,999,2020-06-24 03:40:33
993,LOG_791972,INS_349175,instance restart,501,2020-11-26 15:21:51
994,LOG_899749,INS_586533,instance restart,501,2021-04-10 06:40:17
995,LOG_787443,INS_585187,instance crashed,500,2020-05-27 00:36:13
996,LOG_538328,INS_795791,instance restart,501,2020-03-06 03:35:47
997,LOG_524094,INS_360107,instance initiated,200,2021-07-13 04:46:48
998,LOG_466405,INS_620062,instance terminated,999,2020-09-20 05:58:38
999,LOG_121432,INS_628997,instance initiated,200,2020-06-06 10:12:39
1000,LOG_866722,INS_881806,user logged in,201,2021-04-11 03:38:21
1001,LOG_473035,INS_682681,instance initiated,200,2021-03-19 00:35:45
1002,LOG_286303,INS_141342,instance terminated,999,2020-11-04 00:20:54
1003,LOG_769833,INS_846917,instance shutdown,499,2020-05-21 12:43:20
1004,LOG_801202,INS_113923,instance terminated,999,2021-09-17 02:03:24
1005,LOG_953714,INS_292394,instance initiated,200,2020-01-20 20:26:59
1006,LOG_757048,INS_330958,instance terminated,999,2020-05-01 15:46:07
1007,LOG_597688,INS_988510,instance initiated,200,2020-01-12 12:06:43
1008,LOG_646366,INS_581656,instance initiated,200,2021-04-17 23:44:33
1009,LOG_875011,INS_765585,instance initiated,200,2021-07-05 21:06:37
1010,LOG_263534,INS_890651,user logged in,201,2021-05-21 07:39:03
1011,LOG_131258,INS_139657,user logged in,201,2020-08-06 13:26:44
1012,LOG_422217,INS_559109,instance terminated,999,2021-05-24 15:14:55
1013,LOG_189020,INS_668451,instance terminated,999,2021-08-25 13:05:24
1014,LOG_506860,INS_378734,user logged in,201,2020-11-02 05:16:23
1015,LOG_187651,INS_511800,instance restart,501,2021-02-17 03:25:20
1016,LOG_978753,INS_874206,instance restart,501,2021-03-07 09:58:30
1017,LOG_468209,INS_520518,user logged in,201,2020-04-01 03:18:03
1018,LOG_270515,INS_154605,instance shutdown,499,2020-07-16 00:34:53
1019,LOG_842307,INS_543284,user logged in,201,2021-01-09 00:26:43
1020,LOG_648295,INS_113648,instance crashed,500,2021-05-20 16:15:08
1021,LOG_651306,INS_111975,instance terminated,999,2020-02-14 15:14:30
1022,LOG_428135,INS_710491,instance shutdown,499,2021-06-19 02:03:21
1023,LOG_171556,INS_393594,user logged in,201,2020-06-08 19:17:55
1024,LOG_369016,INS_100411,instance restart,501,2021-01-07 03:05:43
1025,LOG_160397,INS_513698,instance terminated,999,2020-12-12 09:57:52
1026,LOG_451097,INS_809202,instance initiated,200,2020-09-05 16:29:03
1027,LOG_521378,INS_570127,instance crashed,500,2020-02-02 11:56:25
1028,LOG_995231,INS_354752,user logged in,201,2021-03-22 22:47:46
1029,LOG_793958,INS_287681,instance initiated,200,2021-07-23 04:51:02
1030,LOG_669824,INS_585187,instance initiated,200,2020-12-04 17:55:41
1031,LOG_806289,INS_242366,user logged in,201,2021-07-21 05:21:53
1032,LOG_513458,INS_813888,instance restart,501,2020-03-01 17:47:15
1033,LOG_125167,INS_585015,instance crashed,500,2021-10-26 02:14:10
1034,LOG_406264,INS_862552,user logged in,201,2020-04-12 22:47:43
1035,LOG_982265,INS_796794,instance initiated,200,2021-08-28 00:08:57
1036,LOG_126122,INS_392162,instance crashed,500,2020-08-01 12:37:36
1037,LOG_867672,INS_670230,instance crashed,500,2021-06-02 22:16:59
1038,LOG_748192,INS_287820,instance initiated,200,2020-08-23 05:43:46
1039,LOG_840475,INS_548800,user logged in,201,2021-09-02 16:01:16
1040,LOG_446347,INS_583185,instance crashed,500,2021-04-06 14:58:05
1041,LOG_280405,INS_782014,instance initiated,200,2021-09-19 11:45:50
1042,LOG_682861,INS_752373,instance shutdown,499,2020-06-20 22:06:18
1043,LOG_721755,INS_942896,instance restart,501,2021-04-10 18:47:42
1044,LOG_195537,INS_486480,instance terminated,999,2021-10-21 02:47:50
1045,LOG_169786,INS_972864,instance initiated,200,2021-11-13 08:41:16
1046,LOG_761809,INS_723588,instance terminated,999,2020-07-09 00:28:03
1047,LOG_515188,INS_810363,user logged in,201,2021-07-18 16:31:48
1048,LOG_193314,INS_806060,instance shutdown,499,2020-06-30 20:25:11
1049,LOG_840239,INS_954295,instance initiated,200,2020-04-25 18:13:01
1050,LOG_383078,INS_372411,instance restart,501,2021-08-10 18:01:09
1051,LOG_639837,INS_191894,user logged in,201,2021-04-14 18:17:41
1052,LOG_505972,INS_100668,instance initiated,200,2020-04-04 14:31:01
1053,LOG_386223,INS_522573,user logged in,201,2020-06-02 14:01:03
1054,LOG_978788,INS_592018,user logged in,201,2020-01-26 12:33:33
1055,LOG_342437,INS_589911,instance crashed,500,2020-02-28 01:16:33
1056,LOG_586217,INS_524817,instance crashed,500,2021-07-26 06:07:14
1057,LOG_710649,INS_741291,instance shutdown,499,2021-05-07 09:53:30
1058,LOG_984239,INS_592018,user logged in,201,2021-09-11 17:52:44
1059,LOG_935979,INS_824672,instance crashed,500,2021-09-28 13:07:22
1060,LOG_943907,INS_115912,instance restart,501,2020-04-30 17:04:05
1061,LOG_977086,INS_600588,instance shutdown,499,2020-10-18 03:03:28
1062,LOG_222236,INS_978343,instance initiated,200,2020-11-23 05:56:33
1063,LOG_774420,INS_242366,user logged in,201,2020-03-24 08:50:58
1064,LOG_177634,INS_219482,user logged in,201,2020-08-20 11:31:47
1065,LOG_763835,INS_458006,instance shutdown,499,2020-02-19 03:23:59
1066,LOG_659580,INS_657507,instance terminated,999,2021-06-15 13:11:24
1067,LOG_374923,INS_851537,instance restart,501,2020-05-18 03:17:34
1068,LOG_890654,INS_335466,instance initiated,200,2021-08-04 04:44:43
1069,LOG_121164,INS_276659,instance restart,501,2021-06-30 22:28:57
1070,LOG_292499,INS_874285,user logged in,201,2021-11-07 02:51:09
1071,LOG_580032,INS_987426,instance terminated,999,2021-10-16 23:37:21
1072,LOG_177313,INS_619828,instance shutdown,499,2020-06-03 23:27:08
1073,LOG_488641,INS_877171,instance initiated,200,2020-06-25 12:43:21
1074,LOG_814273,INS_173416,instance restart,501,2021-05-19 08:21:40
1075,LOG_601646,INS_425096,instance shutdown,499,2020-09-21 18:53:10
1076,LOG_949729,INS_930709,user logged in,201,2020-07-10 06:52:57
1077,LOG_673464,INS_386582,instance shutdown,499,2020-10-30 08:45:48
1078,LOG_727559,INS_664913,user logged in,201,2020-03-08 16:20:31
1079,LOG_746362,INS_162501,instance crashed,500,2020-03-30 11:59:09
1080,LOG_174729,INS_890651,instance shutdown,499,2020-03-24 21:18:38
1081,LOG_830755,INS_526790,user logged in,201,2021-06-14 06:13:01
1082,LOG_787440,INS_978343,instance restart,501,2021-06-13 02:19:27
1083,LOG_709817,INS_648728,instance shutdown,499,2021-01-20 02:22:05
1084,LOG_488360,INS_821100,instance initiated,200,2020-05-12 16:19:12
1085,LOG_279810,INS_365750,instance terminated,999,2021-09-11 13:07:21
1086,LOG_436155,INS_350300,instance shutdown,499,2021-03-09 07:48:20
1087,LOG_530703,INS_121339,user logged in,201,2020-09-16 15:22:56
1088,LOG_739592,INS_796958,instance restart,501,2020-10-01 16:16:17
1089,LOG_353076,INS_436828,instance shutdown,499,2020-01-01 12:07:04
1090,LOG_959979,INS_644783,instance crashed,500,2020-08-19 20:36:21
1091,LOG_271706,INS_504603,instance initiated,200,2021-07-02 20:04:58
1092,LOG_430949,INS_588648,instance shutdown,499,2020-04-09 02:14:45
1093,LOG_142182,INS_196010,instance initiated,200,2020-03-05 07:12:03
1094,LOG_943058,INS_402333,user logged in,201,2021-09-06 01:58:49
1095,LOG_190150,INS_789625,instance initiated,200,2021-09-29 22:58:48
1096,LOG_717285,INS_249960,instance crashed,500,2021-04-16 15:14:08
1097,LOG_978582,INS_359660,instance shutdown,499,2020-07-28 20:41:12
1098,LOG_780293,INS_761487,instance shutdown,499,2020-04-29 10:42:55
1099,LOG_193770,INS_287820,instance initiated,200,2021-02-12 23:08:17
1100,LOG_879559,INS_807640,instance crashed,500,2021-02-11 12:32:26
1101,LOG_122170,INS_251224,instance restart,501,2021-04-13 04:41:28
1102,LOG_132255,INS_585187,instance terminated,999,2020-10-19 00:44:00
1103,LOG_764974,INS_218814,instance terminated,999,2020-11-20 03:12:22
1104,LOG_208035,INS_224750,instance terminated,999,2021-09-04 08:27:00
1105,LOG_530325,INS_409915,instance terminated,999,2021-10-05 16:38:32
1106,LOG_402519,INS_247812,instance shutdown,499,2021-08-20 13:53:24
1107,LOG_468949,INS_560794,instance terminated,999,2021-07-25 02:16:51
1108,LOG_266848,INS_390528,user logged in,201,2021-10-14 12:32:30
1109,LOG_120955,INS_689677,instance shutdown,499,2020-10-19 08:13:14
1110,LOG_471333,INS_741291,instance terminated,999,2020-10-23 04:30:24
1111,LOG_244386,INS_207869,instance initiated,200,2021-09-30 11:39:53
1112,LOG_416843,INS_737895,instance crashed,500,2021-08-12 10:54:46
1113,LOG_601615,INS_509437,instance shutdown,499,2020-08-18 04:52:27
1114,LOG_739042,INS_790761,user logged in,201,2020-08-30 10:58:24
1115,LOG_177103,INS_786939,user logged in,201,2021-01-09 20:50:36
1116,LOG_770717,INS_907947,instance terminated,999,2021-07-15 22:11:33
1117,LOG_643448,INS_798053,instance restart,501,2021-05-06 01:36:07
1118,LOG_494835,INS_938191,instance crashed,500,2020-04-15 11:51:02
1119,LOG_466391,INS_221111,instance initiated,200,2021-03-04 02:40:44
1120,LOG_222596,INS_458006,instance restart,501,2021-10-09 13:24:59
1121,LOG_946010,INS_486044,user logged in,201,2020-07-28 05:40:04
1122,LOG_232071,INS_161507,instance restart,501,2021-01-11 20:59:37
1123,LOG_171569,INS_540816,instance terminated,999,2021-03-27 08:37:38
1124,LOG_507527,INS_777388,instance initiated,200,2020-03-27 03:22:42
1125,LOG_678631,INS_865399,instance shutdown,499,2021-01-24 05:52:14
1126,LOG_406467,INS_141053,instance initiated,200,2020-08-23 21:33:32
1127,LOG_587851,INS_112752,user logged in,201,2021-02-08 14:50:11
1128,LOG_890563,INS_842804,instance crashed,500,2020-03-07 11:40:05
1129,LOG_396333,INS_520412,instance terminated,999,2020-07-28 18:01:50
1130,LOG_582683,INS_809353,instance restart,501,2021-11-07 23:04:44
1131,LOG_986714,INS_739885,user logged in,201,2020-03-02 16:35:08
1132,LOG_610192,INS_736524,instance shutdown,499,2021-04-19 22:41:21
1133,LOG_719403,INS_790500,instance initiated,200,2021-01-04 21:47:41
1134,LOG_151887,INS_661520,user logged in,201,2020-09-22 11:59:08
1135,LOG_329287,INS_135054,user logged in,201,2020-12-16 11:27:21
1136,LOG_424218,INS_392162,instance restart,501,2020-05-24 04:53:51
1137,LOG_844445,INS_322791,instance initiated,200,2021-11-04 17:08:03
1138,LOG_566381,INS_344268,instance initiated,200,2021-10-14 10:19:17
1139,LOG_561027,INS_344268,instance terminated,999,2020-01-06 21:51:43
1140,LOG_375246,INS_381922,instance restart,501,2020-10-17 10:39:25
1141,LOG_162663,INS_657656,instance shutdown,499,2020-02-15 00:40:57
1142,LOG_586685,INS_194416,instance crashed,500,2021-09-30 00:41:01
1143,LOG_567825,INS_943648,instance initiated,200,2020-01-08 21:58:41
1144,LOG_621432,INS_412228,instance initiated,200,2021-04-15 21:43:25
1145,LOG_882847,INS_813271,instance shutdown,499,2020-09-19 10:27:28
1146,LOG_598126,INS_462925,instance crashed,500,2021-08-19 00:02:48
1147,LOG_488737,INS_720576,instance restart,501,2021-09-02 21:31:11
1148,LOG_336200,INS_140697,instance shutdown,499,2021-06-26 08:33:22
1149,LOG_250993,INS_748062,instance terminated,999,2020-06-09 09:11:05
1150,LOG_133358,INS_636261,instance initiated,200,2021-05-02 20:56:08
1151,LOG_841793,INS_984376,instance initiated,200,2020-12-14 01:43:04
1152,LOG_969920,INS_865399,instance terminated,999,2020-03-20 08:43:24
1153,LOG_908491,INS_810559,user logged in,201,2020-03-06 12:59:56
1154,LOG_893241,INS_756328,instance initiated,200,2020-12-04 16:31:42
1155,LOG_515829,INS_519419,instance restart,501,2021-09-05 02:13:50
1156,LOG_262437,INS_782551,instance terminated,999,2020-07-20 10:29:46
1157,LOG_287886,INS_868863,instance crashed,500,2020-10-24 01:13:32
1158,LOG_565038,INS_488463,user logged in,201,2020-02-04 15:43:48
1159,LOG_958152,INS_850422,instance initiated,200,2021-08-30 08:54:27
1160,LOG_861716,INS_538607,user logged in,201,2020-09-16 05:59:21
1161,LOG_942084,INS_521957,instance crashed,500,2021-09-21 10:09:51
1162,LOG_719671,INS_251625,user logged in,201,2021-03-12 08:26:57
1163,LOG_235149,INS_789633,instance crashed,500,2020-04-25 08:27:28
1164,LOG_435359,INS_212365,instance shutdown,499,2020-12-21 04:13:21
1165,LOG_371730,INS_311783,instance initiated,200,2021-01-05 22:01:29
1166,LOG_264464,INS_181701,instance shutdown,499,2021-04-07 22:43:18
1167,LOG_564740,INS_761354,instance restart,501,2021-03-11 22:08:54
1168,LOG_851955,INS_450066,instance shutdown,499,2020-06-16 21:35:02
1169,LOG_109441,INS_946790,instance crashed,500,2020-02-14 20:14:00
1170,LOG_458888,INS_995273,instance initiated,200,2020-11-24 19:26:12
1171,LOG_280047,INS_784835,instance initiated,200,2020-09-15 02:21:22
1172,LOG_987735,INS_113024,instance terminated,999,2020-10-04 13:38:30
1173,LOG_990975,INS_240466,instance terminated,999,2021-05-04 16:07:23
1174,LOG_392442,INS_894770,user logged in,201,2020-07-23 11:15:03
1175,LOG_318508,INS_769115,instance crashed,500,2020-10-13 00:32:48
1176,LOG_515003,INS_524219,instance shutdown,499,2020-12-28 09:16:48
1177,LOG_638824,INS_873544,instance initiated,200,2021-04-29 06:22:21
1178,LOG_960578,INS_582571,instance terminated,999,2020-07-09 05:38:53
1179,LOG_305411,INS_125970,instance initiated,200,2020-01-09 22:19:25
1180,LOG_129586,INS_138373,instance shutdown,499,2020-02-11 00:19:47
1181,LOG_421293,INS_759115,user logged in,201,2020-11-06 09:02:12
1182,LOG_561995,INS_168379,instance initiated,200,2020-09-01 04:32:30
1183,LOG_524776,INS_688124,user logged in,201,2021-06-26 00:35:26
1184,LOG_680728,INS_491876,instance terminated,999,2020-03-25 07:40:05
1185,LOG_765913,INS_752434,user logged in,201,2020-12-16 01:04:42
1186,LOG_456185,INS_156052,instance terminated,999,2020-11-05 20:55:31
1187,LOG_222385,INS_136144,user logged in,201,2021-09-01 02:19:24
1188,LOG_887013,INS_186242,instance crashed,500,2020-03-01 12:45:22
1189,LOG_267797,INS_519228,instance initiated,200,2020-05-21 13:13:56
1190,LOG_311625,INS_293710,instance crashed,500,2020-10-31 14:16:13
1191,LOG_406990,INS_225606,user logged in,201,2020-06-24 19:30:44
1192,LOG_348859,INS_239483,instance initiated,200,2021-11-18 10:18:03
1193,LOG_503151,INS_225694,instance restart,501,2020-05-02 09:37:06
1194,LOG_185842,INS_113299,instance restart,501,2021-04-04 22:22:19
1195,LOG_533395,INS_595552,instance terminated,999,2020-05-17 15:35:49
1196,LOG_797656,INS_212009,instance restart,501,2020-10-07 18:50:09
1197,LOG_264203,INS_617955,user logged in,201,2021-01-13 03:26:18
1198,LOG_594720,INS_728607,instance initiated,200,2020-01-03 17:58:38
1199,LOG_634932,INS_477137,instance initiated,200,2021-02-21 19:35:31
1200,LOG_819766,INS_272279,instance initiated,200,2020-11-08 18:54:07
1201,LOG_727404,INS_350100,instance crashed,500,2021-01-05 01:57:20
1202,LOG_914618,INS_206209,instance crashed,500,2021-08-22 22:12:46
1203,LOG_304164,INS_534887,instance crashed,500,2020-12-26 11:36:34
1204,LOG_411466,INS_660637,instance crashed,500,2021-08-11 10:56:21
1205,LOG_351246,INS_572485,instance terminated,999,2020-05-07 18:57:35
1206,LOG_375842,INS_824034,instance shutdown,499,2020-08-03 04:03:13
1207,LOG_328404,INS_371747,instance terminated,999,2020-02-09 05:56:46
1208,LOG_911381,INS_516829,instance terminated,999,2020-06-28 09:25:39
1209,LOG_538911,INS_476882,instance shutdown,499,2020-04-01 14:50:25
1210,LOG_124966,INS_382390,user logged in,201,2021-01-18 14:34:04
1211,LOG_526147,INS_846425,instance initiated,200,2020-10-24 22:24:16
1212,LOG_178654,INS_331333,instance crashed,500,2020-08-08 20:39:27
1213,LOG_456616,INS_447918,instance crashed,500,2021-04-09 16:26:07
1214,LOG_105130,INS_725404,instance crashed,500,2020-04-26 18:52:09
1215,LOG_985122,INS_148508,instance initiated,200,2020-04-19 12:57:51
1216,LOG_601767,INS_706778,instance shutdown,499,2021-03-14 05:15:23
1217,LOG_599026,INS_600023,instance shutdown,499,2020-01-07 12:34:42
1218,LOG_972100,INS_546754,instance terminated,999,2021-03-26 22:19:38
1219,LOG_283321,INS_937898,instance crashed,500,2021-08-24 09:31:23
1220,LOG_892114,INS_262491,instance crashed,500,2020-06-22 23:35:02
1221,LOG_713116,INS_291494,instance crashed,500,2021-10-12 16:34:05
1222,LOG_571205,INS_525179,user logged in,201,2020-05-13 15:51:41
1223,LOG_993317,INS_796639,user logged in,201,2020-07-15 12:36:58
1224,LOG_843214,INS_293721,user logged in,201,2020-03-11 11:46:42
1225,LOG_726314,INS_338645,instance crashed,500,2021-08-01 17:13:27
1226,LOG_354390,INS_370888,instance shutdown,499,2020-09-23 16:35:22
1227,LOG_678912,INS_384228,user logged in,201,2020-07-09 12:38:06
1228,LOG_764424,INS_154605,instance shutdown,499,2020-11-22 06:51:34
1229,LOG_128470,INS_806060,instance initiated,200,2020-08-20 17:41:37
1230,LOG_611857,INS_733853,user logged in,201,2020-12-01 01:10:46
1231,LOG_963327,INS_119852,instance terminated,999,2021-02-19 12:11:14
1232,LOG_566174,INS_935673,instance terminated,999,2021-11-02 16:44:33
1233,LOG_405394,INS_143688,user logged in,201,2020-08-01 06:52:52
1234,LOG_992349,INS_309562,instance terminated,999,2021-01-23 22:24:07
1235,LOG_851966,INS_873919,instance crashed,500,2020-02-12 11:25:08
1236,LOG_207877,INS_885262,instance shutdown,499,2020-09-14 23:07:20
1237,LOG_865074,INS_482024,instance restart,501,2021-03-05 04:00:17
1238,LOG_333470,INS_296675,instance terminated,999,2021-09-29 23:18:01
1239,LOG_669212,INS_322791,instance crashed,500,2020-04-23 03:19:39
1240,LOG_540531,INS_825580,instance shutdown,499,2020-01-03 22:30:50
1241,LOG_904503,INS_632314,instance crashed,500,2020-01-21 23:17:49
1242,LOG_856174,INS_169890,instance initiated,200,2021-05-28 20:14:05
1243,LOG_985117,INS_557600,user logged in,201,2021-11-10 17:52:32
1244,LOG_273247,INS_806803,instance initiated,200,2021-03-06 23:48:20
1245,LOG_362868,INS_688417,user logged in,201,2020-01-04 05:50:12
1246,LOG_777153,INS_946237,instance crashed,500,2020-09-14 18:35:12
1247,LOG_933087,INS_517849,user logged in,201,2020-11-07 21:35:28
1248,LOG_106773,INS_159063,instance initiated,200,2020-09-12 12:29:03
1249,LOG_534268,INS_209316,instance restart,501,2021-07-21 18:18:07
1250,LOG_381231,INS_298342,instance terminated,999,2021-05-04 03:07:49
1251,LOG_843378,INS_656000,instance shutdown,499,2021-07-31 07:10:04
1252,LOG_984304,INS_298342,instance terminated,999,2021-02-21 02:06:34
1253,LOG_422322,INS_456623,instance restart,501,2021-03-21 14:31:53
1254,LOG_513816,INS_946110,instance restart,501,2020-11-28 02:56:54
1255,LOG_609855,INS_896713,instance restart,501,2020-03-31 04:22:42
1256,LOG_107813,INS_243095,instance shutdown,499,2021-11-08 08:56:59
1257,LOG_165251,INS_417281,instance initiated,200,2021-04-27 10:33:52
1258,LOG_634524,INS_575239,instance initiated,200,2021-01-09 03:11:53
1259,LOG_259046,INS_713337,instance restart,501,2020-06-11 17:53:26
1260,LOG_876403,INS_709207,user logged in,201,2021-04-16 11:26:56
1261,LOG_794689,INS_292311,instance initiated,200,2021-04-24 07:22:17
1262,LOG_813015,INS_533969,user logged in,201,2021-10-19 19:13:45
1263,LOG_115557,INS_428850,instance terminated,999,2020-07-17 01:49:51
1264,LOG_898222,INS_467378,instance shutdown,499,2021-05-09 16:19:01
1265,LOG_952381,INS_869081,instance restart,501,2020-03-30 03:53:46
1266,LOG_321850,INS_280767,instance terminated,999,2021-05-26 01:36:40
1267,LOG_709346,INS_896557,instance shutdown,499,2020-10-01 16:38:40
1268,LOG_356358,INS_334121,instance restart,501,2020-05-14 14:08:46
1269,LOG_895191,INS_481561,instance restart,501,2021-01-20 12:37:41
1270,LOG_566829,INS_452618,instance crashed,500,2020-04-26 10:03:44
1271,LOG_351946,INS_879488,user logged in,201,2021-01-17 22:16:29
