,bill_id,bill_date,due_date,subscriptionID,amount
731,BILL_414972,2021-09-18 04:09:46,2021-09-28 04:09:46,SUB_550071,3072.0
732,BILL_584285,2021-10-18 04:09:46,2021-10-28 04:09:46,SUB_550071,3072.0
733,BILL_569276,2020-01-09 00:01:11,2020-01-19 00:01:11,SUB_238584,80.0
734,BILL_269806,2020-02-08 00:01:11,2020-02-18 00:01:11,SUB_238584,80.0
735,BILL_449773,2020-03-09 00:01:11,2020-03-19 00:01:11,SUB_238584,80.0
736,BILL_798135,2020-04-08 00:01:11,2020-04-18 00:01:11,SUB_238584,80.0
737,BILL_816943,2020-05-08 00:01:11,2020-05-18 00:01:11,SUB_238584,80.0
738,BILL_588496,2020-06-07 00:01:11,2020-06-17 00:01:11,SUB_238584,80.0
739,BILL_582672,2020-07-07 00:01:11,2020-07-17 00:01:11,SUB_238584,80.0
740,BILL_136105,2020-08-06 00:01:11,2020-08-16 00:01:11,SUB_238584,80.0
741,BILL_614374,2020-09-05 00:01:11,2020-09-15 00:01:11,SUB_238584,80.0
742,BILL_601074,2020-10-05 00:01:11,2020-10-15 00:01:11,SUB_238584,80.0
743,BILL_805102,2020-11-04 00:01:11,2020-11-14 00:01:11,SUB_238584,80.0
744,BILL_983201,2020-12-04 00:01:11,2020-12-14 00:01:11,SUB_238584,80.0
745,BILL_542684,2021-01-03 00:01:11,2021-01-13 00:01:11,SUB_238584,80.0
746,BILL_362955,2021-02-02 00:01:11,2021-02-12 00:01:11,SUB_238584,80.0
747,BILL_523901,2021-03-04 00:01:11,2021-03-14 00:01:11,SUB_238584,80.0
748,BILL_641442,2021-04-03 00:01:11,2021-04-13 00:01:11,SUB_238584,80.0
749,BILL_156488,2021-05-03 00:01:11,2021-05-13 00:01:11,SUB_238584,80.0
750,BILL_405647,2021-06-02 00:01:11,2021-06-12 00:01:11,SUB_238584,80.0
751,BILL_406244,2021-07-02 00:01:11,2021-07-12 00:01:11,SUB_238584,80.0
752,BILL_997013,2021-08-01 00:01:11,2021-08-11 00:01:11,SUB_238584,80.0
753,BILL_774451,2021-08-31 00:01:11,2021-09-10 00:01:11,SUB_238584,80.0
754,BILL_113784,2021-09-30 00:01:11,2021-10-10 00:01:11,SUB_238584,80.0
755,BILL_527830,2020-06-21 06:08:59,2020-07-01 06:08:59,SUB_344665,1536.0
756,BILL_524622,2020-07-21 06:08:59,2020-07-31 06:08:59,SUB_344665,1536.0
757,BILL_774205,2020-08-20 06:08:59,2020-08-30 06:08:59,SUB_344665,1536.0
758,BILL_296341,2020-09-19 06:08:59,2020-09-29 06:08:59,SUB_344665,1536.0
759,BILL_434016,2020-10-19 06:08:59,2020-10-29 06:08:59,SUB_344665,1536.0
760,BILL_159885,2020-11-18 06:08:59,2020-11-28 06:08:59,SUB_344665,1536.0
761,BILL_513749,2020-12-18 06:08:59,2020-12-28 06:08:59,SUB_344665,1536.0
762,BILL_957942,2021-01-20 18:01:18,2021-01-30 18:01:18,SUB_344665,153.60000000000002
763,BILL_105041,2020-04-23 12:32:19,2020-05-03 12:32:19,SUB_936220,128.0
764,BILL_575903,2020-05-23 12:32:19,2020-06-02 12:32:19,SUB_936220,128.0
765,BILL_241422,2020-06-22 12:32:19,2020-07-02 12:32:19,SUB_936220,128.0
766,BILL_379062,2020-07-22 12:32:19,2020-08-01 12:32:19,SUB_936220,128.0
767,BILL_448015,2020-08-21 12:32:19,2020-08-31 12:32:19,SUB_936220,128.0
768,BILL_122358,2020-09-20 12:32:19,2020-09-30 12:32:19,SUB_936220,128.0
769,BILL_248065,2020-10-20 12:32:19,2020-10-30 12:32:19,SUB_936220,128.0
770,BILL_210248,2020-11-19 12:32:19,2020-11-29 12:32:19,SUB_936220,128.0
771,BILL_195045,2020-12-19 12:32:19,2020-12-29 12:32:19,SUB_936220,128.0
772,BILL_646164,2021-01-18 12:32:19,2021-01-28 12:32:19,SUB_936220,128.0
773,BILL_692614,2021-02-17 12:32:19,2021-02-27 12:32:19,SUB_936220,128.0
774,BILL_910903,2021-03-19 12:32:19,2021-03-29 12:32:19,SUB_936220,128.0
775,BILL_505403,2021-04-18 12:32:19,2021-04-28 12:32:19,SUB_936220,128.0
776,BILL_780946,2021-05-18 12:32:19,2021-05-28 12:32:19,SUB_936220,128.0
777,BILL_413653,2021-06-17 12:32:19,2021-06-27 12:32:19,SUB_936220,128.0
778,BILL_334599,2021-07-17 12:32:19,2021-07-27 12:32:19,SUB_936220,128.0
779,BILL_998364,2021-08-16 12:32:19,2021-08-26 12:32:19,SUB_936220,128.0
780,BILL_250902,2021-09-15 12:32:19,2021-09-25 12:32:19,SUB_936220,128.0
781,BILL_681139,2021-10-15 12:32:19,2021-10-25 12:32:19,SUB_936220,128.0
782,BILL_480453,2021-08-17 11:07:23,2021-08-27 11:07:23,SUB_683182,1920.0
783,BILL_908832,2021-09-16 11:07:23,2021-09-26 11:07:23,SUB_683182,1920.0
784,BILL_912081,2021-10-16 11:07:23,2021-10-26 11:07:23,SUB_683182,1920.0
785,BILL_999705,2021-09-24 13:36:34,2021-10-04 13:36:34,SUB_184635,1280.0
786,BILL_648184,2020-03-12 10:06:40,2020-03-22 10:06:40,SUB_100419,160.0
787,BILL_978069,2020-04-11 10:06:40,2020-04-21 10:06:40,SUB_100419,160.0
788,BILL_319965,2020-05-11 10:06:40,2020-05-21 10:06:40,SUB_100419,160.0
789,BILL_601858,2020-06-10 10:06:40,2020-06-20 10:06:40,SUB_100419,160.0
790,BILL_319964,2020-07-10 10:06:40,2020-07-20 10:06:40,SUB_100419,160.0
791,BILL_660120,2020-08-14 09:29:22,2020-08-24 09:29:22,SUB_100419,21.333333333333332
792,BILL_306879,2020-05-11 18:54:50,2020-05-21 18:54:50,SUB_818732,768.0
793,BILL_448589,2020-06-10 18:54:50,2020-06-20 18:54:50,SUB_818732,768.0
794,BILL_332383,2020-07-10 18:54:50,2020-07-20 18:54:50,SUB_818732,768.0
795,BILL_282417,2020-08-09 18:54:50,2020-08-19 18:54:50,SUB_818732,768.0
796,BILL_145484,2020-09-08 18:54:50,2020-09-18 18:54:50,SUB_818732,768.0
797,BILL_587974,2020-10-08 18:54:50,2020-10-18 18:54:50,SUB_818732,768.0
798,BILL_483749,2020-11-07 18:54:50,2020-11-17 18:54:50,SUB_818732,768.0
799,BILL_561068,2020-12-07 18:54:50,2020-12-17 18:54:50,SUB_818732,768.0
800,BILL_445864,2021-01-06 18:54:50,2021-01-16 18:54:50,SUB_818732,768.0
801,BILL_825945,2021-02-05 18:54:50,2021-02-15 18:54:50,SUB_818732,768.0
802,BILL_984189,2021-03-07 18:54:50,2021-03-17 18:54:50,SUB_818732,768.0
803,BILL_269863,2021-04-06 18:54:50,2021-04-16 18:54:50,SUB_818732,768.0
804,BILL_868819,2021-05-06 18:54:50,2021-05-16 18:54:50,SUB_818732,768.0
805,BILL_760198,2021-06-05 18:54:50,2021-06-15 18:54:50,SUB_818732,768.0
806,BILL_124774,2021-07-05 18:54:50,2021-07-15 18:54:50,SUB_818732,768.0
807,BILL_404236,2021-08-04 18:54:50,2021-08-14 18:54:50,SUB_818732,768.0
808,BILL_889297,2021-09-03 18:54:50,2021-09-13 18:54:50,SUB_818732,768.0
809,BILL_516878,2021-10-03 18:54:50,2021-10-13 18:54:50,SUB_818732,768.0
810,BILL_218295,2020-06-06 08:06:24,2020-06-16 08:06:24,SUB_266284,768.0
811,BILL_900708,2020-07-06 08:06:24,2020-07-16 08:06:24,SUB_266284,768.0
812,BILL_778696,2020-08-05 08:06:24,2020-08-15 08:06:24,SUB_266284,768.0
813,BILL_441304,2020-09-04 08:06:24,2020-09-14 08:06:24,SUB_266284,768.0
814,BILL_134207,2020-10-04 08:06:24,2020-10-14 08:06:24,SUB_266284,768.0
815,BILL_931848,2020-11-03 08:06:24,2020-11-13 08:06:24,SUB_266284,768.0
816,BILL_508804,2020-12-03 08:06:24,2020-12-13 08:06:24,SUB_266284,768.0
817,BILL_796329,2021-01-02 08:06:24,2021-01-12 08:06:24,SUB_266284,768.0
818,BILL_475619,2021-02-01 08:06:24,2021-02-11 08:06:24,SUB_266284,768.0
819,BILL_955845,2021-03-03 08:06:24,2021-03-13 08:06:24,SUB_266284,768.0
820,BILL_414423,2021-04-02 08:06:24,2021-04-12 08:06:24,SUB_266284,768.0
821,BILL_808430,2021-05-02 08:06:24,2021-05-12 08:06:24,SUB_266284,768.0
822,BILL_665798,2021-06-01 08:06:24,2021-06-11 08:06:24,SUB_266284,768.0
823,BILL_818225,2021-07-01 08:06:24,2021-07-11 08:06:24,SUB_266284,768.0
824,BILL_996294,2021-07-31 08:06:24,2021-08-10 08:06:24,SUB_266284,768.0
825,BILL_117344,2021-08-30 08:06:24,2021-09-09 08:06:24,SUB_266284,768.0
826,BILL_238525,2021-09-29 08:06:24,2021-10-09 08:06:24,SUB_266284,768.0
827,BILL_769321,2020-08-13 21:31:17,2020-08-23 21:31:17,SUB_892646,160.0
828,BILL_861961,2020-10-07 09:06:53,2020-10-17 09:06:53,SUB_892646,128.0
829,BILL_381165,2021-07-24 07:24:22,2021-08-03 07:24:22,SUB_110009,32.0
830,BILL_539587,2021-08-23 07:24:22,2021-09-02 07:24:22,SUB_110009,32.0
831,BILL_482425,2021-09-22 07:24:22,2021-10-02 07:24:22,SUB_110009,32.0
832,BILL_106756,2020-07-19 14:17:56,2020-07-29 14:17:56,SUB_749794,3840.0
833,BILL_272597,2020-08-18 14:17:56,2020-08-28 14:17:56,SUB_749794,3840.0
834,BILL_226356,2020-09-17 14:17:56,2020-09-27 14:17:56,SUB_749794,3840.0
835,BILL_590683,2020-10-17 14:17:56,2020-10-27 14:17:56,SUB_749794,3840.0
836,BILL_895325,2020-11-16 14:17:56,2020-11-26 14:17:56,SUB_749794,3840.0
837,BILL_171865,2020-12-16 14:17:56,2020-12-26 14:17:56,SUB_749794,3840.0
838,BILL_546965,2021-01-15 14:17:56,2021-01-25 14:17:56,SUB_749794,3840.0
839,BILL_875990,2021-02-14 14:17:56,2021-02-24 14:17:56,SUB_749794,3840.0
840,BILL_337496,2021-03-16 14:17:56,2021-03-26 14:17:56,SUB_749794,3840.0
841,BILL_538706,2021-04-15 14:17:56,2021-04-25 14:17:56,SUB_749794,3840.0
842,BILL_869261,2021-05-23 20:47:02,2021-06-02 20:47:02,SUB_749794,1024.0
843,BILL_607590,2020-07-06 17:26:04,2020-07-16 17:26:04,SUB_306104,384.0
844,BILL_519708,2020-08-05 17:26:04,2020-08-15 17:26:04,SUB_306104,384.0
845,BILL_519831,2020-09-04 17:26:04,2020-09-14 17:26:04,SUB_306104,384.0
846,BILL_409412,2020-10-04 17:26:04,2020-10-14 17:26:04,SUB_306104,384.0
847,BILL_948706,2020-11-03 17:26:04,2020-11-13 17:26:04,SUB_306104,384.0
848,BILL_867829,2020-12-03 17:26:04,2020-12-13 17:26:04,SUB_306104,384.0
849,BILL_891499,2021-01-02 17:26:04,2021-01-12 17:26:04,SUB_306104,384.0
850,BILL_677987,2021-02-01 17:26:04,2021-02-11 17:26:04,SUB_306104,384.0
851,BILL_343829,2021-03-04 19:40:33,2021-03-14 19:40:33,SUB_306104,12.8
852,BILL_177009,2020-08-21 13:29:03,2020-08-31 13:29:03,SUB_120997,20.0
853,BILL_959995,2020-09-20 13:29:03,2020-09-30 13:29:03,SUB_120997,20.0
854,BILL_189093,2020-10-20 13:29:03,2020-10-30 13:29:03,SUB_120997,20.0
855,BILL_772095,2020-11-19 13:29:03,2020-11-29 13:29:03,SUB_120997,20.0
856,BILL_107591,2020-12-19 13:29:03,2020-12-29 13:29:03,SUB_120997,20.0
857,BILL_850132,2021-01-18 13:29:03,2021-01-28 13:29:03,SUB_120997,20.0
858,BILL_176734,2021-02-17 13:29:03,2021-02-27 13:29:03,SUB_120997,20.0
859,BILL_660032,2021-03-19 13:29:03,2021-03-29 13:29:03,SUB_120997,20.0
860,BILL_154754,2021-04-18 13:29:03,2021-04-28 13:29:03,SUB_120997,20.0
861,BILL_451787,2021-05-18 13:29:03,2021-05-28 13:29:03,SUB_120997,20.0
862,BILL_480947,2021-06-17 13:29:03,2021-06-27 13:29:03,SUB_120997,20.0
863,BILL_408838,2021-07-17 13:29:03,2021-07-27 13:29:03,SUB_120997,20.0
864,BILL_211299,2021-08-23 14:38:58,2021-09-02 14:38:58,SUB_120997,4.666666666666667
865,BILL_228875,2020-02-08 06:25:53,2020-02-18 06:25:53,SUB_459017,480.0
866,BILL_111022,2020-03-09 06:25:53,2020-03-19 06:25:53,SUB_459017,480.0
867,BILL_656964,2020-04-08 06:25:53,2020-04-18 06:25:53,SUB_459017,480.0
868,BILL_569495,2020-05-08 06:25:53,2020-05-18 06:25:53,SUB_459017,480.0
869,BILL_101510,2020-06-07 06:25:53,2020-06-17 06:25:53,SUB_459017,480.0
870,BILL_780663,2020-07-07 06:25:53,2020-07-17 06:25:53,SUB_459017,480.0
871,BILL_484272,2020-08-06 06:25:53,2020-08-16 06:25:53,SUB_459017,480.0
872,BILL_653296,2020-09-05 06:25:53,2020-09-15 06:25:53,SUB_459017,480.0
873,BILL_664863,2020-10-05 06:25:53,2020-10-15 06:25:53,SUB_459017,480.0
874,BILL_180571,2020-11-04 06:25:53,2020-11-14 06:25:53,SUB_459017,480.0
875,BILL_501829,2020-12-04 06:25:53,2020-12-14 06:25:53,SUB_459017,480.0
876,BILL_870038,2021-01-03 06:25:53,2021-01-13 06:25:53,SUB_459017,480.0
877,BILL_559626,2021-02-02 06:25:53,2021-02-12 06:25:53,SUB_459017,480.0
878,BILL_101702,2021-03-04 06:25:53,2021-03-14 06:25:53,SUB_459017,480.0
879,BILL_685839,2021-04-03 06:25:53,2021-04-13 06:25:53,SUB_459017,480.0
880,BILL_874996,2021-05-03 06:25:53,2021-05-13 06:25:53,SUB_459017,480.0
881,BILL_640045,2021-06-02 06:25:53,2021-06-12 06:25:53,SUB_459017,480.0
882,BILL_676550,2021-07-02 06:25:53,2021-07-12 06:25:53,SUB_459017,480.0
883,BILL_557641,2021-08-01 06:25:53,2021-08-11 06:25:53,SUB_459017,480.0
884,BILL_277986,2021-08-31 06:25:53,2021-09-10 06:25:53,SUB_459017,480.0
885,BILL_868639,2021-09-30 06:25:53,2021-10-10 06:25:53,SUB_459017,480.0
886,BILL_387331,2020-05-10 12:49:12,2020-05-20 12:49:12,SUB_544127,64.0
887,BILL_765682,2020-06-09 12:49:12,2020-06-19 12:49:12,SUB_544127,64.0
888,BILL_344738,2020-07-09 12:49:12,2020-07-19 12:49:12,SUB_544127,64.0
889,BILL_660555,2020-08-08 12:49:12,2020-08-18 12:49:12,SUB_544127,64.0
890,BILL_274427,2020-09-07 12:49:12,2020-09-17 12:49:12,SUB_544127,64.0
891,BILL_595318,2020-10-07 12:49:12,2020-10-17 12:49:12,SUB_544127,64.0
892,BILL_221903,2020-11-06 12:49:12,2020-11-16 12:49:12,SUB_544127,64.0
893,BILL_462452,2020-12-06 12:49:12,2020-12-16 12:49:12,SUB_544127,64.0
894,BILL_136068,2021-01-05 12:49:12,2021-01-15 12:49:12,SUB_544127,64.0
895,BILL_894573,2021-02-04 12:49:12,2021-02-14 12:49:12,SUB_544127,64.0
896,BILL_389183,2021-03-06 12:49:12,2021-03-16 12:49:12,SUB_544127,64.0
897,BILL_731024,2021-04-23 16:57:46,2021-05-03 16:57:46,SUB_544127,38.4
898,BILL_993609,2020-02-23 10:02:06,2020-03-04 10:02:06,SUB_557309,320.0
899,BILL_906901,2020-03-24 10:02:06,2020-04-03 10:02:06,SUB_557309,320.0
900,BILL_734655,2020-04-23 10:02:06,2020-05-03 10:02:06,SUB_557309,320.0
901,BILL_376950,2020-06-05 02:37:48,2020-06-15 02:37:48,SUB_557309,128.0
902,BILL_343231,2020-04-10 16:16:23,2020-04-20 16:16:23,SUB_130317,1280.0
903,BILL_769716,2020-05-10 16:16:23,2020-05-20 16:16:23,SUB_130317,1280.0
904,BILL_962680,2020-06-09 16:16:23,2020-06-19 16:16:23,SUB_130317,1280.0
905,BILL_197981,2020-07-09 16:16:23,2020-07-19 16:16:23,SUB_130317,1280.0
906,BILL_198786,2020-08-08 16:16:23,2020-08-18 16:16:23,SUB_130317,1280.0
907,BILL_860086,2020-09-24 01:40:35,2020-10-04 01:40:35,SUB_130317,682.6666666666666
908,BILL_750424,2020-11-21 12:28:47,2020-12-01 12:28:47,SUB_425141,2048.0
909,BILL_653691,2020-12-21 12:28:47,2020-12-31 12:28:47,SUB_425141,2048.0
910,BILL_440730,2021-01-20 12:28:47,2021-01-30 12:28:47,SUB_425141,2048.0
911,BILL_972690,2021-02-19 12:28:47,2021-03-01 12:28:47,SUB_425141,2048.0
912,BILL_665944,2021-03-21 12:28:47,2021-03-31 12:28:47,SUB_425141,2048.0
913,BILL_950005,2021-04-20 12:28:47,2021-04-30 12:28:47,SUB_425141,2048.0
914,BILL_663923,2021-05-20 12:28:47,2021-05-30 12:28:47,SUB_425141,2048.0
915,BILL_248076,2021-06-19 12:28:47,2021-06-29 12:28:47,SUB_425141,2048.0
916,BILL_957196,2021-07-19 12:28:47,2021-07-29 12:28:47,SUB_425141,2048.0
917,BILL_963743,2021-08-18 12:28:47,2021-08-28 12:28:47,SUB_425141,2048.0
918,BILL_201956,2021-09-17 12:28:47,2021-09-27 12:28:47,SUB_425141,2048.0
919,BILL_174833,2021-10-17 12:28:47,2021-10-27 12:28:47,SUB_425141,2048.0
920,BILL_428759,2020-09-15 19:03:05,2020-09-25 19:03:05,SUB_813933,16.0
921,BILL_602780,2020-10-15 19:03:05,2020-10-25 19:03:05,SUB_813933,16.0
922,BILL_720558,2020-11-14 19:03:05,2020-11-24 19:03:05,SUB_813933,16.0
923,BILL_359484,2020-12-26 02:26:03,2021-01-05 02:26:03,SUB_813933,5.866666666666666
924,BILL_539954,2021-02-09 08:10:33,2021-02-19 08:10:33,SUB_221514,480.0
925,BILL_150193,2021-04-03 17:26:08,2021-04-13 17:26:08,SUB_221514,368.0
926,BILL_591008,2021-02-21 00:44:33,2021-03-03 00:44:33,SUB_301430,48.0
927,BILL_363460,2021-03-23 00:44:33,2021-04-02 00:44:33,SUB_301430,48.0
928,BILL_572221,2021-04-22 00:44:33,2021-05-02 00:44:33,SUB_301430,48.0
929,BILL_611667,2021-05-22 00:44:33,2021-06-01 00:44:33,SUB_301430,48.0
930,BILL_111637,2021-06-21 00:44:33,2021-07-01 00:44:33,SUB_301430,48.0
931,BILL_137942,2021-07-21 00:44:33,2021-07-31 00:44:33,SUB_301430,48.0
932,BILL_181835,2021-08-20 00:44:33,2021-08-30 00:44:33,SUB_301430,48.0
933,BILL_779195,2021-09-19 00:44:33,2021-09-29 00:44:33,SUB_301430,48.0
934,BILL_538549,2021-10-19 00:44:33,2021-10-29 00:44:33,SUB_301430,48.0
935,BILL_254293,2020-11-06 00:37:26,2020-11-16 00:37:26,SUB_214287,128.0
936,BILL_994668,2020-12-06 00:37:26,2020-12-16 00:37:26,SUB_214287,128.0
937,BILL_821558,2021-01-05 00:37:26,2021-01-15 00:37:26,SUB_214287,128.0
938,BILL_218796,2021-02-04 00:37:26,2021-02-14 00:37:26,SUB_214287,128.0
939,BILL_931859,2021-03-06 00:37:26,2021-03-16 00:37:26,SUB_214287,128.0
940,BILL_125691,2021-04-05 00:37:26,2021-04-15 00:37:26,SUB_214287,128.0
941,BILL_125861,2021-05-05 00:37:26,2021-05-15 00:37:26,SUB_214287,128.0
942,BILL_279749,2021-06-04 00:37:26,2021-06-14 00:37:26,SUB_214287,128.0
943,BILL_626705,2021-07-04 00:37:26,2021-07-14 00:37:26,SUB_214287,128.0
944,BILL_542048,2021-08-03 00:37:26,2021-08-13 00:37:26,SUB_214287,128.0
945,BILL_808220,2021-09-02 00:37:26,2021-09-12 00:37:26,SUB_214287,128.0
946,BILL_366550,2021-10-02 00:37:26,2021-10-12 00:37:26,SUB_214287,128.0
947,BILL_684588,2020-02-08 18:41:59,2020-02-18 18:41:59,SUB_651815,16.0
948,BILL_746984,2020-03-09 18:41:59,2020-03-19 18:41:59,SUB_651815,16.0
949,BILL_999271,2020-04-08 18:41:59,2020-04-18 18:41:59,SUB_651815,16.0
950,BILL_640833,2020-05-08 18:41:59,2020-05-18 18:41:59,SUB_651815,16.0
951,BILL_474551,2020-06-07 18:41:59,2020-06-17 18:41:59,SUB_651815,16.0
952,BILL_850913,2020-07-07 18:41:59,2020-07-17 18:41:59,SUB_651815,16.0
953,BILL_614114,2020-08-06 18:41:59,2020-08-16 18:41:59,SUB_651815,16.0
954,BILL_348454,2020-09-05 18:41:59,2020-09-15 18:41:59,SUB_651815,16.0
955,BILL_107538,2020-10-05 18:41:59,2020-10-15 18:41:59,SUB_651815,16.0
956,BILL_589327,2020-11-04 18:41:59,2020-11-14 18:41:59,SUB_651815,16.0
957,BILL_794150,2020-12-04 18:41:59,2020-12-14 18:41:59,SUB_651815,16.0
958,BILL_898154,2021-01-03 18:41:59,2021-01-13 18:41:59,SUB_651815,16.0
959,BILL_542195,2021-02-02 18:41:59,2021-02-12 18:41:59,SUB_651815,16.0
960,BILL_706298,2021-03-04 18:41:59,2021-03-14 18:41:59,SUB_651815,16.0
961,BILL_663648,2021-04-03 18:41:59,2021-04-13 18:41:59,SUB_651815,16.0
962,BILL_678291,2021-05-03 18:41:59,2021-05-13 18:41:59,SUB_651815,16.0
963,BILL_293792,2021-06-02 18:41:59,2021-06-12 18:41:59,SUB_651815,16.0
964,BILL_276415,2021-07-02 18:41:59,2021-07-12 18:41:59,SUB_651815,16.0
965,BILL_488515,2021-08-01 18:41:59,2021-08-11 18:41:59,SUB_651815,16.0
966,BILL_413568,2021-08-31 18:41:59,2021-09-10 18:41:59,SUB_651815,16.0
967,BILL_547132,2021-09-30 18:41:59,2021-10-10 18:41:59,SUB_651815,16.0
968,BILL_735195,2020-03-07 14:34:55,2020-03-17 14:34:55,SUB_428137,512.0
969,BILL_318966,2020-04-06 14:34:55,2020-04-16 14:34:55,SUB_428137,512.0
970,BILL_278284,2020-05-06 14:34:55,2020-05-16 14:34:55,SUB_428137,512.0
971,BILL_485143,2020-06-05 14:34:55,2020-06-15 14:34:55,SUB_428137,512.0
972,BILL_592886,2020-07-05 14:34:55,2020-07-15 14:34:55,SUB_428137,512.0
973,BILL_302747,2020-08-04 14:34:55,2020-08-14 14:34:55,SUB_428137,512.0
974,BILL_424269,2020-09-03 14:34:55,2020-09-13 14:34:55,SUB_428137,512.0
975,BILL_297140,2020-10-03 14:34:55,2020-10-13 14:34:55,SUB_428137,512.0
976,BILL_594196,2020-11-02 14:34:55,2020-11-12 14:34:55,SUB_428137,512.0
977,BILL_823044,2020-12-02 14:34:55,2020-12-12 14:34:55,SUB_428137,512.0
978,BILL_229301,2021-01-01 14:34:55,2021-01-11 14:34:55,SUB_428137,512.0
979,BILL_164514,2021-01-31 14:34:55,2021-02-10 14:34:55,SUB_428137,512.0
980,BILL_928698,2021-03-02 14:34:55,2021-03-12 14:34:55,SUB_428137,512.0
981,BILL_573918,2021-04-01 14:34:55,2021-04-11 14:34:55,SUB_428137,512.0
982,BILL_198129,2021-05-01 14:34:55,2021-05-11 14:34:55,SUB_428137,512.0
983,BILL_804603,2021-05-31 14:34:55,2021-06-10 14:34:55,SUB_428137,512.0
984,BILL_105800,2021-06-30 14:34:55,2021-07-10 14:34:55,SUB_428137,512.0
985,BILL_171767,2021-07-30 14:34:55,2021-08-09 14:34:55,SUB_428137,512.0
986,BILL_525282,2021-08-29 14:34:55,2021-09-08 14:34:55,SUB_428137,512.0
987,BILL_394661,2021-09-28 14:34:55,2021-10-08 14:34:55,SUB_428137,512.0
988,BILL_980804,2020-05-16 06:21:23,2020-05-26 06:21:23,SUB_602475,2048.0
989,BILL_676913,2020-06-15 06:21:23,2020-06-25 06:21:23,SUB_602475,2048.0
990,BILL_476390,2020-07-15 06:21:23,2020-07-25 06:21:23,SUB_602475,2048.0
991,BILL_283539,2020-08-14 06:21:23,2020-08-24 06:21:23,SUB_602475,2048.0
992,BILL_684352,2020-09-13 06:21:23,2020-09-23 06:21:23,SUB_602475,2048.0
993,BILL_152064,2020-10-13 06:21:23,2020-10-23 06:21:23,SUB_602475,2048.0
994,BILL_132802,2020-11-12 06:21:23,2020-11-22 06:21:23,SUB_602475,2048.0
995,BILL_188642,2020-12-12 06:21:23,2020-12-22 06:21:23,SUB_602475,2048.0
996,BILL_565198,2021-01-11 06:21:23,2021-01-21 06:21:23,SUB_602475,2048.0
997,BILL_797585,2021-02-10 06:21:23,2021-02-20 06:21:23,SUB_602475,2048.0
998,BILL_110928,2021-03-12 06:21:23,2021-03-22 06:21:23,SUB_602475,2048.0
999,BILL_711280,2021-04-11 06:21:23,2021-04-21 06:21:23,SUB_602475,2048.0
1000,BILL_911576,2021-05-11 06:21:23,2021-05-21 06:21:23,SUB_602475,2048.0
1001,BILL_799835,2021-06-10 06:21:23,2021-06-20 06:21:23,SUB_602475,2048.0
1002,BILL_282188,2021-07-10 06:21:23,2021-07-20 06:21:23,SUB_602475,2048.0
1003,BILL_423474,2021-08-09 06:21:23,2021-08-19 06:21:23,SUB_602475,2048.0
1004,BILL_310509,2021-09-08 06:21:23,2021-09-18 06:21:23,SUB_602475,2048.0
1005,BILL_378563,2021-10-08 06:21:23,2021-10-18 06:21:23,SUB_602475,2048.0
1006,BILL_846908,2020-02-23 04:34:05,2020-03-04 04:34:05,SUB_710725,320.0
1007,BILL_118666,2020-03-24 04:34:05,2020-04-03 04:34:05,SUB_710725,320.0
1008,BILL_951277,2020-04-23 04:34:05,2020-05-03 04:34:05,SUB_710725,320.0
1009,BILL_222120,2020-05-23 04:34:05,2020-06-02 04:34:05,SUB_710725,320.0
1010,BILL_598790,2020-06-22 04:34:05,2020-07-02 04:34:05,SUB_710725,320.0
1011,BILL_926760,2020-07-22 04:34:05,2020-08-01 04:34:05,SUB_710725,320.0
1012,BILL_365637,2020-08-21 04:34:05,2020-08-31 04:34:05,SUB_710725,320.0
1013,BILL_692091,2020-09-20 04:34:05,2020-09-30 04:34:05,SUB_710725,320.0
1014,BILL_433275,2020-10-20 04:34:05,2020-10-30 04:34:05,SUB_710725,320.0
1015,BILL_618506,2020-11-19 04:34:05,2020-11-29 04:34:05,SUB_710725,320.0
1016,BILL_935561,2020-12-19 04:34:05,2020-12-29 04:34:05,SUB_710725,320.0
1017,BILL_887251,2021-01-18 04:34:05,2021-01-28 04:34:05,SUB_710725,320.0
1018,BILL_797280,2021-02-17 04:34:05,2021-02-27 04:34:05,SUB_710725,320.0
1019,BILL_397441,2021-03-19 04:34:05,2021-03-29 04:34:05,SUB_710725,320.0
1020,BILL_865047,2021-04-18 04:34:05,2021-04-28 04:34:05,SUB_710725,320.0
1021,BILL_614548,2021-05-18 04:34:05,2021-05-28 04:34:05,SUB_710725,320.0
1022,BILL_819517,2021-06-17 04:34:05,2021-06-27 04:34:05,SUB_710725,320.0
1023,BILL_134877,2021-07-17 04:34:05,2021-07-27 04:34:05,SUB_710725,320.0
1024,BILL_882476,2021-08-16 04:34:05,2021-08-26 04:34:05,SUB_710725,320.0
1025,BILL_138138,2021-09-15 04:34:05,2021-09-25 04:34:05,SUB_710725,320.0
1026,BILL_941247,2021-10-15 04:34:05,2021-10-25 04:34:05,SUB_710725,320.0
1027,BILL_740824,2021-09-15 20:47:18,2021-09-25 20:47:18,SUB_753213,768.0
1028,BILL_668663,2021-10-15 20:47:18,2021-10-25 20:47:18,SUB_753213,768.0
1029,BILL_487949,2021-08-03 07:32:19,2021-08-13 07:32:19,SUB_364563,24.0
1030,BILL_379311,2021-09-02 07:32:19,2021-09-12 07:32:19,SUB_364563,24.0
1031,BILL_335718,2021-10-02 07:32:19,2021-10-12 07:32:19,SUB_364563,24.0
