,instance_id,zone,allocated,computeID,storageID,inst_type
580,INS_523144,Africa,0,,STO_706754,STO
581,INS_130457,Europe,0,COM_498819,,COM
582,INS_766084,North America,0,,STO_358360,STO
583,INS_748930,Antarctica,1,,STO_488286,STO
584,INS_420054,Europe,0,,STO_748408,STO
585,INS_790513,Asia,0,COM_910962,,COM
586,INS_550134,Antarctica,0,COM_182425,,COM
587,INS_311188,Asia,0,,STO_153142,STO
588,INS_113352,Asia,0,,STO_381875,STO
589,INS_729134,Antarctica,1,COM_524252,,COM
590,INS_270758,Australia,1,,STO_814058,STO
591,INS_218749,South America,0,,STO_900589,STO
592,INS_501056,Antarctica,1,,STO_946790,STO
593,INS_449611,Europe,0,COM_308698,,COM
594,INS_779738,Australia,0,,STO_631748,STO
595,INS_281236,Africa,0,COM_459337,,COM
596,INS_298036,Africa,0,COM_507722,,COM
597,INS_266193,Africa,1,,STO_732664,STO
598,INS_191411,Australia,0,,STO_799690,STO
599,INS_136743,Africa,0,,STO_706754,STO
600,INS_670903,Africa,1,COM_158114,,COM
601,INS_436129,Africa,0,,STO_631748,STO
602,INS_326992,North America,0,,STO_374230,STO
603,INS_249766,Antarctica,1,COM_560406,,COM
604,INS_174543,Europe,0,COM_902528,,COM
605,INS_528474,Asia,0,COM_484003,,COM
606,INS_563639,North America,1,COM_131278,,COM
607,INS_824149,South America,0,COM_413738,,COM
608,INS_240274,Antarctica,0,,STO_748408,STO
609,INS_806244,Africa,0,COM_910962,,COM
610,INS_501708,Australia,0,COM_390445,,COM
611,INS_701791,North America,0,COM_104481,,COM
612,INS_790500,Africa,0,COM_162459,,COM
613,INS_549860,Africa,1,COM_476584,,COM
614,INS_935673,Europe,0,,STO_374230,STO
615,INS_850767,North America,0,,STO_153142,STO
616,INS_136273,Antarctica,0,,STO_935715,STO
617,INS_829751,Australia,0,COM_308698,,COM
618,INS_870560,South America,0,,STO_631748,STO
619,INS_354408,North America,0,,STO_748408,STO
620,INS_449184,Antarctica,0,COM_995209,,COM
621,INS_105949,Asia,0,,STO_374230,STO
622,INS_453903,Africa,0,,STO_631748,STO
623,INS_737895,South America,0,COM_650748,,COM
624,INS_995291,North America,0,COM_897109,,COM
625,INS_767344,Europe,0,COM_612696,,COM
626,INS_421869,Antarctica,0,,STO_631748,STO
627,INS_902741,Australia,0,,STO_488286,STO
628,INS_313364,Australia,0,COM_806644,,COM
629,INS_602015,North America,0,COM_145908,,COM
630,INS_343533,North America,0,,STO_358360,STO
631,INS_659295,North America,1,COM_223785,,COM
632,INS_204305,Australia,0,,STO_399975,STO
633,INS_351938,South America,0,COM_573859,,COM
634,INS_479496,North America,0,COM_484003,,COM
635,INS_520558,Asia,0,COM_459337,,COM
636,INS_653504,Europe,1,,STO_374230,STO
637,INS_373805,Antarctica,0,COM_423610,,COM
638,INS_597094,South America,0,,STO_382445,STO
639,INS_502824,Africa,0,,STO_631748,STO
640,INS_238551,South America,0,COM_667073,,COM
641,INS_456623,Antarctica,0,COM_524252,,COM
642,INS_756558,Antarctica,1,COM_984001,,COM
643,INS_815084,Asia,0,COM_984001,,COM
644,INS_306162,Europe,1,,STO_399975,STO
645,INS_524309,South America,0,COM_736102,,COM
646,INS_559755,Europe,0,COM_223785,,COM
647,INS_880914,Europe,1,,STO_732664,STO
648,INS_925494,Africa,0,COM_560406,,COM
649,INS_648379,Africa,0,COM_158114,,COM
650,INS_580333,Antarctica,0,,STO_914572,STO
651,INS_789031,Africa,0,COM_131278,,COM
652,INS_966625,Australia,0,COM_162427,,COM
653,INS_695449,North America,0,,STO_399975,STO
654,INS_606085,South America,0,,STO_914572,STO
655,INS_693322,North America,0,,STO_631748,STO
656,INS_511800,Antarctica,0,,STO_935715,STO
657,INS_671468,Africa,0,COM_459337,,COM
658,INS_100668,Antarctica,0,,STO_814058,STO
659,INS_536476,North America,0,,STO_631748,STO
660,INS_600906,Asia,0,COM_459337,,COM
661,INS_685912,Europe,0,,STO_838001,STO
662,INS_630175,Australia,0,,STO_838001,STO
663,INS_339111,Europe,0,COM_560969,,COM
664,INS_402976,Europe,0,,STO_221403,STO
665,INS_362011,Asia,0,COM_612128,,COM
666,INS_772164,South America,0,COM_928176,,COM
667,INS_770614,Antarctica,1,COM_902528,,COM
668,INS_435352,Europe,1,,STO_748408,STO
669,INS_322906,North America,0,,STO_814058,STO
670,INS_162501,North America,0,,STO_399975,STO
671,INS_726454,Asia,0,COM_262087,,COM
672,INS_819022,North America,0,COM_484003,,COM
673,INS_959893,Europe,0,COM_516803,,COM
674,INS_620244,South America,1,COM_939864,,COM
675,INS_247812,Antarctica,0,COM_657871,,COM
676,INS_919728,Australia,0,,STO_221403,STO
677,INS_853890,North America,0,,STO_814058,STO
678,INS_292235,Europe,0,COM_442047,,COM
679,INS_367254,South America,0,COM_484003,,COM
680,INS_342653,Africa,0,,STO_381875,STO
681,INS_178938,Europe,0,,STO_838001,STO
682,INS_570127,South America,1,COM_158114,,COM
683,INS_696484,Africa,0,COM_169616,,COM
684,INS_693783,Africa,0,COM_442047,,COM
685,INS_221111,North America,1,,STO_221403,STO
686,INS_953427,Antarctica,0,COM_405168,,COM
687,INS_387057,Africa,0,COM_516803,,COM
688,INS_657507,Australia,0,,STO_935715,STO
689,INS_921060,North America,1,COM_476584,,COM
690,INS_968995,Africa,0,COM_650748,,COM
691,INS_990109,South America,0,,STO_900589,STO
692,INS_586086,Europe,0,,STO_706754,STO
693,INS_861330,Africa,0,,STO_814058,STO
694,INS_640657,Europe,0,,STO_799690,STO
695,INS_581388,Australia,0,COM_612696,,COM
696,INS_585777,Africa,0,COM_806644,,COM
697,INS_801067,South America,0,,STO_914572,STO
698,INS_854754,South America,0,COM_180225,,COM
699,INS_124105,North America,0,,STO_706754,STO
700,INS_777020,North America,0,COM_423610,,COM
701,INS_139861,North America,0,COM_662022,,COM
702,INS_888761,Africa,1,COM_507722,,COM
703,INS_142900,North America,1,COM_182425,,COM
704,INS_458786,South America,0,COM_162427,,COM
705,INS_806090,Asia,0,,STO_838001,STO
706,INS_467378,North America,0,COM_390445,,COM
707,INS_957737,Australia,0,,STO_732664,STO
708,INS_724139,South America,1,COM_308698,,COM
709,INS_931875,Asia,0,,STO_799690,STO
710,INS_782053,North America,1,COM_657871,,COM
711,INS_148661,Africa,0,,STO_706754,STO
712,INS_205873,Antarctica,0,COM_995209,,COM
713,INS_384233,Asia,0,,STO_946790,STO
714,INS_166318,Asia,0,,STO_600517,STO
715,INS_509163,North America,0,,STO_814058,STO
716,INS_452644,Antarctica,0,,STO_914572,STO
717,INS_941294,Europe,1,,STO_381875,STO
718,INS_572485,Antarctica,0,,STO_488286,STO
719,INS_161034,South America,0,,STO_838001,STO
720,INS_338307,South America,0,,STO_935715,STO
721,INS_197394,Antarctica,0,COM_939864,,COM
722,INS_765595,Australia,1,,STO_914572,STO
723,INS_259728,Australia,0,COM_104481,,COM
724,INS_925821,Australia,0,,STO_374230,STO
725,INS_259330,Antarctica,0,COM_423610,,COM
726,INS_696882,Europe,1,,STO_382445,STO
727,INS_740178,Europe,0,,STO_914572,STO
728,INS_711835,Antarctica,1,,STO_838001,STO
729,INS_819551,North America,0,,STO_358360,STO
730,INS_756347,Europe,0,COM_180225,,COM
731,INS_689327,Europe,1,,STO_381875,STO
732,INS_628997,Europe,0,,STO_153142,STO
733,INS_395077,South America,1,COM_265379,,COM
734,INS_204981,North America,0,,STO_382445,STO
735,INS_358873,Australia,0,COM_262087,,COM
736,INS_578399,Antarctica,0,,STO_221403,STO
737,INS_473660,Asia,0,COM_990286,,COM
738,INS_487370,Europe,0,,STO_900589,STO
739,INS_836160,North America,1,,STO_914572,STO
740,INS_752434,Asia,0,,STO_381875,STO
741,INS_982561,Europe,0,,STO_838001,STO
742,INS_289392,South America,0,COM_650748,,COM
743,INS_977109,Antarctica,0,COM_262087,,COM
744,INS_727580,Australia,0,,STO_488286,STO
745,INS_782551,Africa,0,COM_667073,,COM
746,INS_769899,South America,0,,STO_153142,STO
747,INS_695610,South America,0,COM_910962,,COM
748,INS_341153,Antarctica,1,,STO_381875,STO
749,INS_886537,Asia,0,,STO_838001,STO
750,INS_265967,Europe,0,,STO_799690,STO
751,INS_862990,Africa,0,COM_476584,,COM
752,INS_552763,Asia,0,COM_995209,,COM
753,INS_699590,Australia,0,COM_516803,,COM
754,INS_818264,North America,0,,STO_706754,STO
755,INS_810363,North America,0,COM_612128,,COM
756,INS_980700,Asia,0,COM_990286,,COM
757,INS_279768,Asia,0,COM_484003,,COM
758,INS_868863,North America,0,,STO_838001,STO
759,INS_341849,Australia,0,,STO_221403,STO
760,INS_501350,Antarctica,0,COM_162427,,COM
761,INS_936612,North America,1,,STO_838001,STO
762,INS_427392,Antarctica,0,COM_902528,,COM
763,INS_212009,Antarctica,1,,STO_488286,STO
764,INS_451513,North America,0,COM_984001,,COM
765,INS_360856,Africa,0,,STO_631748,STO
766,INS_581844,Asia,0,COM_180225,,COM
767,INS_854943,Europe,0,COM_484003,,COM
768,INS_915341,Asia,0,COM_806644,,COM
769,INS_277046,Europe,1,COM_245180,,COM
770,INS_595540,Africa,0,COM_667073,,COM
771,INS_930729,Antarctica,1,COM_990286,,COM
772,INS_503704,Antarctica,0,,STO_382445,STO
773,INS_241431,Europe,1,,STO_900589,STO
774,INS_448459,Australia,1,COM_158114,,COM
775,INS_869714,Africa,0,,STO_946790,STO
776,INS_141946,North America,1,,STO_838001,STO
777,INS_736764,Antarctica,0,,STO_600517,STO
778,INS_695846,Antarctica,0,COM_612128,,COM
779,INS_415377,North America,1,COM_169616,,COM
780,INS_184484,North America,0,COM_162427,,COM
781,INS_695634,Asia,0,,STO_399975,STO
782,INS_923316,Africa,0,,STO_732664,STO
783,INS_669083,North America,0,,STO_814058,STO
784,INS_457645,Antarctica,0,COM_180225,,COM
785,INS_357389,Africa,0,COM_995209,,COM
786,INS_517300,Europe,0,,STO_631748,STO
787,INS_865540,Africa,1,,STO_814058,STO
788,INS_134859,Africa,0,,STO_799690,STO
790,INS_645116,Asia,1,,STO_946790,STO
791,INS_744556,North America,0,,STO_900589,STO
792,INS_690972,Africa,1,,STO_838001,STO
793,INS_326191,North America,0,COM_542682,,COM
794,INS_543560,Antarctica,0,COM_256990,,COM
795,INS_483763,Antarctica,0,,STO_914572,STO
796,INS_307348,Asia,0,COM_897109,,COM
797,INS_466217,Antarctica,0,,STO_600517,STO
798,INS_174357,Australia,0,COM_158114,,COM
799,INS_180461,Africa,1,COM_131278,,COM
800,INS_656731,Asia,0,COM_939864,,COM
801,INS_556396,Asia,0,COM_262087,,COM
802,INS_709532,Asia,0,,STO_799690,STO
803,INS_745109,Australia,0,COM_609357,,COM
804,INS_412427,Europe,1,COM_573859,,COM
805,INS_363949,Africa,0,,STO_799690,STO
806,INS_565263,Asia,0,,STO_838001,STO
807,INS_498941,South America,1,COM_262087,,COM
808,INS_471653,South America,0,COM_990286,,COM
809,INS_363817,Africa,0,COM_158114,,COM
810,INS_956367,Australia,1,COM_423610,,COM
811,INS_270404,Antarctica,0,COM_897109,,COM
812,INS_272279,Antarctica,0,,STO_631748,STO
813,INS_922261,Antarctica,0,,STO_358360,STO
814,INS_105914,South America,0,COM_806644,,COM
815,INS_962073,Asia,0,COM_984001,,COM
816,INS_331474,Australia,0,,STO_382445,STO
817,INS_527715,Asia,1,COM_573859,,COM
818,INS_520211,Asia,0,,STO_600517,STO
819,INS_140697,Asia,0,COM_542682,,COM
820,INS_202046,South America,0,COM_806644,,COM
821,INS_833812,South America,0,COM_180225,,COM
822,INS_778454,Africa,0,,STO_838001,STO
823,INS_318688,Asia,0,,STO_381875,STO
824,INS_895108,Antarctica,0,,STO_153142,STO
825,INS_224813,Africa,0,COM_516803,,COM
826,INS_616113,South America,0,,STO_935715,STO
827,INS_567307,North America,0,,STO_382445,STO
828,INS_469808,South America,0,,STO_814058,STO
829,INS_428100,South America,1,,STO_946790,STO
830,INS_143981,Africa,0,,STO_358360,STO
831,INS_258719,Australia,0,COM_995209,,COM
832,INS_528936,Europe,0,COM_662022,,COM
833,INS_375135,Antarctica,0,COM_902528,,COM
834,INS_329816,Asia,1,,STO_153142,STO
835,INS_568343,North America,0,,STO_488286,STO
836,INS_455617,Africa,0,COM_939864,,COM
837,INS_639985,South America,0,COM_459337,,COM
838,INS_310363,South America,0,COM_182425,,COM
839,INS_509214,Africa,1,COM_459337,,COM
840,INS_754141,Europe,0,,STO_382445,STO
841,INS_289504,North America,0,,STO_488286,STO
842,INS_649085,Australia,1,,STO_946790,STO
843,INS_877255,North America,0,,STO_838001,STO
844,INS_800165,Africa,0,,STO_799690,STO
845,INS_325705,South America,0,,STO_600517,STO
846,INS_358109,Asia,0,COM_256990,,COM
847,INS_122726,South America,0,,STO_732664,STO
848,INS_438736,Antarctica,0,COM_902528,,COM
849,INS_613509,Europe,1,,STO_935715,STO
850,INS_590886,Australia,1,COM_612128,,COM
851,INS_629536,Europe,1,COM_667073,,COM
852,INS_174031,North America,1,,STO_814058,STO
853,INS_727802,Australia,0,COM_104481,,COM
854,INS_853858,Africa,0,COM_560406,,COM
855,INS_431090,Asia,0,,STO_382445,STO
856,INS_247919,Antarctica,1,COM_507722,,COM
857,INS_225020,Europe,0,COM_223785,,COM
858,INS_249711,North America,0,COM_524252,,COM
859,INS_497406,Antarctica,0,,STO_600517,STO
860,INS_246325,South America,0,COM_612696,,COM
861,INS_609120,North America,1,,STO_600517,STO
862,INS_962934,Europe,0,,STO_706754,STO
863,INS_234838,Europe,0,,STO_381875,STO
864,INS_606016,Asia,0,COM_806644,,COM
865,INS_695545,North America,1,COM_442047,,COM
866,INS_225694,Asia,0,COM_223785,,COM
867,INS_849873,Europe,0,COM_484003,,COM
868,INS_531199,Africa,0,COM_145908,,COM
869,INS_866302,Antarctica,0,,STO_358360,STO
870,INS_790761,Antarctica,0,COM_990286,,COM
871,INS_110568,Africa,0,,STO_814058,STO
872,INS_205025,North America,0,COM_245180,,COM
873,INS_339683,Europe,1,,STO_631748,STO
874,INS_330634,Asia,0,COM_476584,,COM
875,INS_963067,North America,0,,STO_900589,STO
876,INS_534603,North America,1,,STO_914572,STO
877,INS_545205,Antarctica,0,,STO_221403,STO
878,INS_938625,Australia,0,,STO_946790,STO
879,INS_264312,South America,1,,STO_706754,STO
880,INS_503816,Australia,1,COM_902528,,COM
881,INS_119826,Africa,0,COM_131278,,COM
882,INS_409915,South America,1,,STO_814058,STO
883,INS_556083,Asia,0,COM_180225,,COM
884,INS_265372,Asia,0,,STO_399975,STO
885,INS_588173,Asia,0,,STO_900589,STO
886,INS_668374,Africa,0,,STO_814058,STO
887,INS_728607,North America,1,,STO_732664,STO
888,INS_487489,South America,1,COM_736102,,COM
889,INS_985301,Australia,0,,STO_374230,STO
890,INS_293710,Europe,1,COM_476584,,COM
891,INS_807275,Antarctica,0,COM_995209,,COM
892,INS_174758,Africa,0,,STO_381875,STO
893,INS_322116,Antarctica,0,,STO_399975,STO
894,INS_725415,Antarctica,0,,STO_399975,STO
895,INS_154605,North America,0,COM_910962,,COM
896,INS_347385,Antarctica,0,COM_158114,,COM
897,INS_649251,Europe,1,,STO_153142,STO
898,INS_126083,North America,0,COM_524252,,COM
899,INS_625266,Africa,0,COM_990286,,COM
900,INS_380315,Europe,1,,STO_374230,STO
901,INS_512977,Antarctica,0,,STO_838001,STO
902,INS_233687,South America,1,,STO_358360,STO
903,INS_440279,South America,1,COM_162427,,COM
904,INS_575239,South America,0,,STO_399975,STO
905,INS_358941,Europe,0,COM_308698,,COM
906,INS_511581,North America,0,COM_256990,,COM
907,INS_418828,North America,0,COM_390445,,COM
908,INS_365750,Europe,0,,STO_488286,STO
909,INS_583308,Australia,0,,STO_935715,STO
910,INS_136144,Asia,0,,STO_838001,STO
911,INS_387408,South America,0,,STO_838001,STO
912,INS_155711,Australia,1,COM_265379,,COM
913,INS_684365,Asia,0,,STO_600517,STO
914,INS_908056,Australia,0,,STO_631748,STO
915,INS_488552,North America,0,COM_573859,,COM
916,INS_328214,North America,1,COM_542682,,COM
917,INS_255121,Antarctica,0,,STO_488286,STO
918,INS_101575,Antarctica,0,,STO_358360,STO
919,INS_661034,Antarctica,0,,STO_399975,STO
920,INS_343100,Antarctica,0,,STO_221403,STO
921,INS_635752,Antarctica,0,COM_413738,,COM
922,INS_917612,Antarctica,0,COM_609357,,COM
923,INS_567393,Asia,1,,STO_814058,STO
924,INS_645190,Africa,1,COM_612696,,COM
925,INS_765939,South America,0,,STO_900589,STO
926,INS_542861,South America,0,,STO_732664,STO
927,INS_464430,South America,0,,STO_382445,STO
928,INS_952508,Antarctica,1,,STO_221403,STO
929,INS_657785,Asia,0,,STO_732664,STO
930,INS_268201,Asia,0,COM_507722,,COM
931,INS_643664,Africa,1,COM_308698,,COM
932,INS_288551,Antarctica,0,,STO_900589,STO
933,INS_875218,Asia,0,,STO_600517,STO
934,INS_491876,North America,0,COM_405168,,COM
935,INS_481188,Australia,0,,STO_914572,STO
936,INS_280767,Africa,0,COM_169616,,COM
937,INS_970289,Europe,1,COM_650748,,COM
938,INS_610256,Australia,1,COM_560969,,COM
939,INS_238132,Africa,0,,STO_381875,STO
940,INS_423893,Australia,0,COM_245180,,COM
941,INS_474838,South America,0,COM_516803,,COM
942,INS_779979,North America,0,COM_162459,,COM
943,INS_117714,North America,1,,STO_381875,STO
944,INS_894087,North America,0,,STO_221403,STO
945,INS_296998,South America,0,COM_423610,,COM
946,INS_429239,South America,0,,STO_838001,STO
947,INS_834681,Asia,0,,STO_381875,STO
948,INS_424018,Africa,0,COM_442047,,COM
949,INS_180626,Antarctica,0,COM_542682,,COM
950,INS_211843,Australia,0,COM_262087,,COM
951,INS_369795,Europe,0,,STO_153142,STO
952,INS_610380,Australia,0,,STO_221403,STO
953,INS_460453,South America,0,,STO_732664,STO
954,INS_391007,Africa,0,,STO_382445,STO
955,INS_245722,Asia,0,COM_897109,,COM
956,INS_425715,Asia,0,COM_145908,,COM
957,INS_129342,Africa,0,,STO_914572,STO
958,INS_709207,Australia,0,COM_939864,,COM
959,INS_258640,Australia,0,COM_104481,,COM
960,INS_513698,Australia,1,COM_180225,,COM
961,INS_831913,Africa,1,COM_476584,,COM
962,INS_821331,South America,0,COM_560969,,COM
963,INS_369177,Antarctica,0,COM_524252,,COM
964,INS_428904,Antarctica,1,,STO_488286,STO
965,INS_993192,Africa,0,,STO_935715,STO
966,INS_288093,Asia,0,,STO_221403,STO
967,INS_184342,Antarctica,0,,STO_706754,STO
968,INS_529966,Antarctica,0,COM_423610,,COM
969,INS_984082,Australia,0,,STO_374230,STO
970,INS_526790,North America,0,COM_162459,,COM
971,INS_879627,Asia,0,,STO_732664,STO
972,INS_563650,Europe,0,COM_650748,,COM
973,INS_330436,Europe,1,,STO_838001,STO
974,INS_432745,Australia,0,COM_131278,,COM
975,INS_133126,Antarctica,0,COM_928176,,COM
976,INS_407064,North America,1,,STO_838001,STO
977,INS_403660,Asia,1,COM_612128,,COM
978,INS_495149,Asia,0,COM_573859,,COM
979,INS_703636,South America,0,COM_524252,,COM
980,INS_689332,Africa,0,,STO_946790,STO
981,INS_180954,North America,0,,STO_935715,STO
982,INS_488463,North America,0,,STO_706754,STO
983,INS_219482,Antarctica,1,COM_524252,,COM
984,INS_410242,Antarctica,0,,STO_900589,STO
985,INS_432765,Asia,0,,STO_706754,STO
986,INS_584035,Antarctica,0,COM_223785,,COM
987,INS_779218,Europe,0,COM_459337,,COM
988,INS_329103,North America,0,COM_606198,,COM
989,INS_767357,Europe,0,COM_990286,,COM
990,INS_496070,Asia,0,,STO_814058,STO
991,INS_593455,Antarctica,0,,STO_600517,STO
992,INS_210541,Australia,0,COM_736102,,COM
993,INS_268452,South America,0,COM_245180,,COM
994,INS_534887,Europe,0,,STO_488286,STO
995,INS_942392,South America,0,,STO_799690,STO
996,INS_900064,Australia,0,COM_476584,,COM
997,INS_159063,Asia,0,COM_405168,,COM
998,INS_895197,North America,0,COM_542682,,COM
999,INS_359191,South America,1,COM_131278,,COM
1000,INS_564375,North America,0,COM_507722,,COM
1001,INS_622831,South America,1,,STO_221403,STO
1002,INS_886396,North America,0,COM_984001,,COM
1003,INS_917209,Asia,0,,STO_732664,STO
1004,INS_698018,South America,0,,STO_488286,STO
1005,INS_414900,Antarctica,0,,STO_799690,STO
1006,INS_325320,Africa,0,COM_459337,,COM
1007,INS_860251,Europe,1,,STO_706754,STO
1008,INS_148101,Asia,0,,STO_799690,STO
1009,INS_689208,Australia,0,,STO_221403,STO
1010,INS_370730,North America,0,,STO_381875,STO
1011,INS_573765,Australia,0,COM_262087,,COM
1012,INS_561829,Africa,1,,STO_706754,STO
1013,INS_847318,Asia,1,,STO_382445,STO
1014,INS_104333,Africa,0,,STO_153142,STO
1015,INS_906464,Antarctica,0,COM_459337,,COM
1016,INS_689782,South America,1,,STO_814058,STO
1017,INS_118671,Europe,0,,STO_914572,STO
1018,INS_938328,Asia,1,,STO_748408,STO
1019,INS_940126,Australia,0,,STO_799690,STO
1020,INS_167126,Africa,0,,STO_838001,STO
1021,INS_225871,Antarctica,0,,STO_358360,STO
1022,INS_908024,South America,1,,STO_732664,STO
1023,INS_920931,Antarctica,0,,STO_946790,STO
1024,INS_206073,Antarctica,0,COM_256990,,COM
1025,INS_840695,Africa,0,COM_609357,,COM
1026,INS_561909,South America,0,COM_256990,,COM
1027,INS_817346,Asia,1,COM_390445,,COM
1028,INS_688708,Asia,1,,STO_732664,STO
1029,INS_252875,Australia,0,COM_667073,,COM
1030,INS_287061,South America,0,COM_657871,,COM
1031,INS_530790,Africa,0,COM_405168,,COM
1032,INS_187424,Australia,0,,STO_946790,STO
1033,INS_407633,North America,0,COM_245180,,COM
1034,INS_901301,North America,0,,STO_935715,STO
1035,INS_685024,Antarctica,0,COM_612128,,COM
1036,INS_581656,Antarctica,0,,STO_748408,STO
1037,INS_777656,Europe,0,COM_995209,,COM
1038,INS_477137,Australia,0,COM_459337,,COM
1039,INS_115912,South America,0,COM_498819,,COM
1040,INS_943011,Australia,0,COM_573859,,COM
1041,INS_472644,Antarctica,1,COM_265379,,COM
1042,INS_192680,Africa,1,COM_413738,,COM
1043,INS_548800,Asia,0,COM_507722,,COM
1044,INS_103648,Asia,1,COM_612696,,COM
1045,INS_780026,Europe,0,,STO_814058,STO
1046,INS_462779,Antarctica,0,,STO_748408,STO
1047,INS_568801,Europe,0,,STO_946790,STO
1048,INS_483418,Africa,0,,STO_153142,STO
1049,INS_519571,Asia,0,COM_308698,,COM
1050,INS_333873,South America,1,COM_131278,,COM
1051,INS_998406,Africa,0,COM_162459,,COM
1052,INS_441856,Antarctica,0,COM_662022,,COM
1053,INS_174873,Europe,0,,STO_600517,STO
1054,INS_362450,South America,0,COM_180225,,COM
1055,INS_606519,South America,0,COM_390445,,COM
1056,INS_808065,Asia,0,,STO_946790,STO
1057,INS_917808,South America,1,COM_560969,,COM
1058,INS_846209,Antarctica,0,,STO_153142,STO
1059,INS_385621,Europe,0,COM_182425,,COM
1060,INS_280502,Australia,0,COM_245180,,COM
1061,INS_669269,Asia,0,,STO_706754,STO
1062,INS_313699,South America,0,,STO_900589,STO
1063,INS_940232,North America,0,,STO_358360,STO
1064,INS_951156,Australia,1,,STO_706754,STO
1065,INS_647388,South America,1,,STO_488286,STO
1066,INS_836076,North America,0,COM_442047,,COM
1067,INS_504726,Asia,0,,STO_374230,STO
1068,INS_874285,Asia,0,,STO_706754,STO
1069,INS_298342,Asia,0,COM_612128,,COM
1070,INS_866158,Asia,1,,STO_399975,STO
1071,INS_506701,Europe,1,,STO_748408,STO
1072,INS_987929,Australia,0,,STO_706754,STO
1073,INS_191894,Australia,0,,STO_706754,STO
1074,INS_733346,Asia,0,,STO_600517,STO
1075,INS_449698,Asia,0,,STO_631748,STO
1076,INS_287879,Antarctica,0,,STO_399975,STO
1077,INS_480040,Australia,1,COM_131278,,COM
1078,INS_759740,North America,0,COM_612128,,COM
1079,INS_811603,South America,0,,STO_600517,STO
1080,INS_422906,Australia,0,COM_256990,,COM
1081,INS_991749,Europe,0,COM_162427,,COM
1082,INS_910665,Australia,0,COM_606198,,COM
1083,INS_179180,Africa,1,COM_413738,,COM
1084,INS_936824,Asia,1,,STO_488286,STO
1085,INS_808327,North America,0,COM_897109,,COM
1086,INS_755882,North America,0,COM_104481,,COM
1087,INS_655681,North America,0,COM_256990,,COM
1088,INS_733315,Australia,0,,STO_914572,STO
1089,INS_388384,Asia,0,,STO_382445,STO
1090,INS_946110,Antarctica,0,,STO_631748,STO
1091,INS_250082,Europe,0,,STO_374230,STO
1092,INS_792502,Asia,0,,STO_381875,STO
1093,INS_991141,North America,0,COM_609357,,COM
1094,INS_751326,North America,0,,STO_399975,STO
1095,INS_991737,North America,0,COM_507722,,COM
1096,INS_132016,Africa,0,,STO_914572,STO
1097,INS_509759,Africa,0,COM_910962,,COM
1098,INS_943648,North America,0,,STO_399975,STO
1099,INS_368203,North America,0,COM_995209,,COM
1100,INS_577333,Antarctica,1,,STO_706754,STO
1101,INS_249960,North America,0,,STO_706754,STO
1102,INS_243185,North America,0,,STO_914572,STO
1103,INS_180265,North America,0,,STO_799690,STO
1104,INS_199963,Antarctica,1,,STO_799690,STO
1105,INS_561136,North America,0,,STO_838001,STO
1106,INS_285295,North America,0,COM_612696,,COM
1107,INS_134286,Asia,0,,STO_358360,STO
1108,INS_967888,North America,0,,STO_358360,STO
1109,INS_508542,Antarctica,0,COM_606198,,COM
1110,INS_670230,South America,0,,STO_799690,STO
1111,INS_356182,Antarctica,0,,STO_153142,STO
1112,INS_822221,Europe,0,COM_308698,,COM
1113,INS_318339,North America,1,COM_507722,,COM
1114,INS_489902,South America,0,,STO_748408,STO
1115,INS_201117,South America,1,COM_560969,,COM
1116,INS_600023,Antarctica,0,COM_657871,,COM
1117,INS_594854,Europe,0,,STO_382445,STO
1118,INS_861698,Antarctica,0,COM_245180,,COM
1119,INS_837129,North America,0,,STO_374230,STO
1120,INS_763172,Australia,1,COM_162427,,COM
1121,INS_278644,Europe,0,,STO_631748,STO
1122,INS_256670,Africa,0,,STO_914572,STO
1123,INS_964555,North America,0,COM_498819,,COM
1124,INS_552948,Africa,1,,STO_732664,STO
1125,INS_861180,South America,0,COM_162459,,COM
1126,INS_527864,Africa,0,,STO_631748,STO
1127,INS_154889,Europe,0,,STO_600517,STO
1128,INS_478422,Africa,0,,STO_748408,STO
1129,INS_177156,Asia,0,,STO_946790,STO
1130,INS_809875,Antarctica,1,,STO_374230,STO
1131,INS_509922,Europe,0,COM_606198,,COM
1132,INS_997944,South America,0,COM_662022,,COM
1133,INS_481199,Antarctica,0,,STO_374230,STO
1134,INS_314727,Africa,0,COM_390445,,COM
1135,INS_545791,Asia,0,,STO_900589,STO
1136,INS_892753,North America,0,,STO_914572,STO
1137,INS_716339,Europe,1,,STO_153142,STO
1138,INS_526322,Antarctica,0,,STO_153142,STO
1139,INS_371747,Africa,0,COM_995209,,COM
1140,INS_339948,Australia,0,COM_256990,,COM
1141,INS_279430,Europe,1,,STO_374230,STO
1142,INS_609647,South America,0,COM_245180,,COM
1143,INS_843689,Europe,1,,STO_382445,STO
1144,INS_759115,Europe,0,,STO_799690,STO
1145,INS_229839,Asia,0,,STO_221403,STO
1146,INS_153847,Europe,0,,STO_706754,STO
1147,INS_511526,Africa,0,COM_145908,,COM
1148,INS_550577,South America,0,,STO_221403,STO
1149,INS_720278,North America,0,,STO_900589,STO
1150,INS_334975,Australia,0,,STO_732664,STO
1151,INS_429286,South America,0,,STO_600517,STO
1152,INS_642826,North America,0,COM_413738,,COM
1153,INS_211972,Australia,0,,STO_358360,STO
1154,INS_974559,Europe,0,,STO_935715,STO
1155,INS_821094,North America,0,COM_131278,,COM
